Inaccurate information. It said it came with 2 controllers and that wasn't the case	Informazioni imprecise. Ha detto che è arrivato con 2 controller e non era così	Información inexacta. Dijo que venía con 2 controladores y ese no era el caso	Informations inexactes. Il a dit qu'il était venu avec 2 contrôleurs et ce n'était pas le cas	不正確な情報。 2つのコントローラーが付属していると言っていましたが、そうではありませんでした
Would not buy again. This only got one stars because the purple was purple. You apply it to your hair, we used blonde hair, and it comes off your hands easily. However, the next day, it's still coming off on your hands every time you touch your hair. It leaves your hair feeling greasy and stiff, could barely even get a brush through it	Non comprerei di nuovo. Questo ha ottenuto solo una stella perché il viola era viola. Lo applichi ai tuoi capelli, abbiamo usato i capelli biondi e si esce facilmente dalle mani. Tuttavia, il giorno successivo, sta ancora uscendo sulle tue mani ogni volta che ti tocchi i capelli. Lascia i capelli unti e rigidi, non poteva persino farne una spazzola	No volvería a comprar. Esto solo consiguió una estrellas porque el púrpura era morado. Lo aplicas a tu cabello, usamos el cabello rubio y te sale de las manos fácilmente. Sin embargo, al día siguiente, todavía se está quitando las manos cada vez que te tocas el cabello. Deja tu cabello sintiéndote grasoso y rígido, apenas podría obtener un cepillo a través de él	N'achèterait plus. Cela n'a obtenu qu'une étoile parce que le violet était violet. Vous l'appliquez sur vos cheveux, nous avons utilisé des cheveux blonds et ils se détachent facilement. Cependant, le lendemain, il se détache de vos mains chaque fois que vous touchez vos cheveux. Il laisse vos cheveux gras et raides, pourrait même avoir un pinceau à travers	二度と買わないでしょう。紫が紫色だったので、これは1つの星しかありませんでした。あなたはそれをあなたの髪に塗り、私たちは金髪の髪を使用し、それはあなたの手から簡単に出ます。しかし、翌日、髪に触れるたびにまだ手に外れています。それはあなたの髪を脂っこくて硬く感じさせ、それをかろうじてブラシを手に入れることさえできませんでした
How do I return this item and get my money back. It was broken when I got it!!	Come restituisco questo articolo e riavere i miei soldi. È stato rotto quando l'ho preso !!	¿Cómo devuelvo este artículo y recupero mi dinero? ¡Estaba roto cuando lo conseguí!	Comment retourner cet article et récupérer mon argent. C'était cassé quand je l'ai eu !!	このアイテムを返してお金を取り戻すにはどうすればよいですか。私がそれを手に入れたとき、それは壊れていました!!
poor mfr of the handle retainer!!!!!. Handle broke from the steamer. looking at the reviews this seems to be a problem with the steamer	Povero MFR del trattenimento della maniglia !!!!! La maniglia si è rotta dal piroscafo. Guardando le recensioni questo sembra essere un problema con il piroscafo	¡Pobre MFR del retenedor del mango! El mango se rompió del vapor. Mirando las reseñas, esto parece ser un problema con el vaporizador	Pauvre MFR du mandat de poignée !!!!!. La poignée est brisée du bateau à vapeur. En regardant les critiques, cela semble être un problème avec le bateau à vapeur	ハンドルリテーナーの貧しいMFR !!!!!。蒸し器から壊れたハンドル。レビューを見ると、これは汽船の問題のようです
Be Very Careful. These tires cannot hold any weight. Use caution when filling with air	Essere molto attenti. Queste gomme non possono avere alcun peso. Usa cautela quando si riempie di aria	Ten mucho cuidado. Estos neumáticos no pueden tener ningún peso. Tenga cuidado al llenar con aire	Soyez très prudent. Ces pneus ne peuvent avoir aucun poids. Utilisez la prudence lorsque vous remplissez d'air	十分気をつける。これらのタイヤは重量を保持できません。空気で満たすときは注意してください
OEM seal was broken. OEM seal was completely removed. It could have been used and refilled	Il sigillo OEM è stato rotto. Il sigillo OEM è stato completamente rimosso. Avrebbe potuto essere usato e riempito	El sello OEM estaba roto. El sello OEM se eliminó por completo. Podría haber sido utilizado y rellenado	Le sceau OEM a été brisé. Le joint OEM a été complètement retiré. Il aurait pu être utilisé et rempli	OEMシールは壊れていました。 OEMシールは完全に除去されました。使用して補充された可能性があります
No no no no. Have orders thus twice and sent it back twice. The package arrives looking like it was delivered by monkeys playing tennis on a elephants back and then trunk slapped and stepped on by the elephant Breaking it to pieces	No no no no. Avere ordini così due volte e inviarlo indietro due volte. Il pacco arriva sembra che sia stato consegnato dalle scimmie che giocano a tennis su un elefante e poi al tronco si è schiaffeggiato e calpestato dall'elefante che ha fatto a pezzi	No no no no. Tener órdenes así dos veces y lo envió dos veces. El paquete llega como si fuera entregado por monos jugando al tenis en un elefantes hacia atrás y luego el tronco abofeteado y pisado por el elefante que lo rompió en pedazos	Non Non Non Non. Avoir des ordres ainsi deux fois et le renvoyer deux fois. Le paquet arrive, il semble qu'il ait été livré par des singes jouant au tennis sur un dos d'éléphants, puis un tronc giflé et monté par l'éléphant le brisant en morceaux	いいえいいえいいえ。したがって、注文を2回持って、2回送り返します。パッケージは、サルが象の後ろでテニスをしているサルによって配達されたように見えます。
What's with the reviews?. This pedestal product for the Google Home Mini is useless. The pedestal has no support for the Mini to sit on. The Google Home Mini slides right off. Had there been a way to click the two together or have the pedestal have a better lip/cupping, I would be happy with the pedestal	Cosa c'è con le recensioni? Questo prodotto a piedistallo per Google Home Mini è inutile. Il piedistallo non ha alcun supporto per il mini su cui sedersi. La Mini Mini Google Home fa scivolare subito. Se ci fosse stato un modo per fare clic sui due insieme o avere il piedistallo avere un labbro/coppettazione migliore, sarei felice con il piedistallo	¿Qué pasa con las reseñas? Este producto de pedestal para Google Home Mini es inútil. El pedestal no tiene apoyo para que el mini se siente. Google Home Mini se desliza de inmediato. Si hubiera habido una manera de hacer clic en los dos o hacer que el pedestal tuviera un mejor labio/ahueco, estaría contento con el pedestal	Qu'est-ce que les critiques ?. Ce produit de piédestal pour Google Home Mini est inutile. Le piédestal n'a aucun soutien pour que le mini s'asseoir. Le Google Home Mini glisse dès le départ. S'il y avait eu un moyen de cliquer sur les deux ensemble ou d'avoir le piédestal avait une meilleure lèvre / ventage, je serais satisfait du piédestal	レビューとは何ですか？ Google Home Miniのこの台座製品は役に立たない。台座は、ミニが座るのをサポートしていません。 Google Homeミニはすぐにスライドします。 2つを一緒にクリックしたり、台座に唇/カッピングが良くなったりする方法があったら、台座に満足しています
water vapor rusted the electronics. I had this for about a week and was super excited. Then, 5 days into it, I filled it and set it on the table and when I went to plug it in noticed RUST in the port. I plugged it in anyway and the unit would not work. The water vapor that it produces had destroyed the mechanics of the product	Il vapore acqueo arruggò l'elettronica. L'ho avuto per circa una settimana ed ero super eccitato. Quindi, a 5 giorni, l'ho riempito e l'ho impostato sul tavolo e quando sono andato a collegarlo in ruggine notata nella porta. L'ho collegato comunque e l'unità non avrebbe funzionato. Il vapore acqueo che produce aveva distrutto i meccanici del prodotto	El vapor de agua oxidó la electrónica. Tuve esto durante aproximadamente una semana y estaba súper emocionado. Luego, 5 días después, lo llené y lo puse sobre la mesa y cuando fui a enchufarlo con óxido notable en el puerto. Lo conecté de todos modos y la unidad no funcionaría. El vapor de agua que produce había destruido la mecánica del producto.	La vapeur d'eau a rouillé l'électronique. J'ai eu ça depuis environ une semaine et j'étais super excité. Ensuite, 5 jours de plus, je l'ai rempli et je l'ai mis sur la table et quand je suis allé le brancher de la rouille remarquée dans le port. Je l'ai quand même branché et l'unité ne fonctionnerait pas. La vapeur d'eau qu'elle produit avait détruit la mécanique du produit	水蒸気が電子機器を錆びました。私はこれを約1週間持っていて、とても興奮していました。その後、5日後、私はそれを埋めてテーブルの上に置き、ポートに錆びた錆を接続しました。とにかくプラグインしましたが、ユニットは機能しませんでした。それが生成する水蒸気は製品の力学を破壊しました
Burns skin. This product caused severe burning of my skin. I have used other brands with no problems	Brucia la pelle. Questo prodotto ha causato una forte combustione della mia pelle. Ho usato altri marchi senza problemi	Quema la piel. Este producto causó una ardor severa de mi piel. He usado otras marcas sin problemas	Brûle la peau. Ce produit a provoqué une brûlure sévère de ma peau. J'ai utilisé d'autres marques sans problème	肌を燃やします。この製品は私の肌の激しい燃焼を引き起こしました。私は他のブランドを問題なく使用しました
Poor customer service. Trying to get ahold of company for a week no response poor customer service and they charge you to return despite prime shipping	Servizio clienti scarso. Cercando di ottenere una società per una settimana senza risposta scarso servizio clienti e ti fanno pagare di tornare nonostante la spedizione privilegiata	Mal servicio al cliente. Intentando obtener una empresa durante una semana sin respuesta de un servicio al cliente deficiente y le cobran a que regrese a pesar del envío principal	Mauvais service client. Essayer de se procurer une entreprise pendant une semaine sans réponse un mauvais service client et ils vous facturent de revenir malgré la livraison de premier ordre	不十分な顧客サービス。 1週間会社を手に入れようとしている顧客サービスが不十分な応答なしで、プライム配送にもかかわらず返品するように請求する
Not what is pictured. This item is not what was pictured!!!!! I received black earphones with a cord!!! You picture here white earphones with no cord and a charge ox, now of course I have to go through the tedious process of returning these that I never asked for to receive a refund!	Non quello che è nella foto. Questo oggetto non è quello che è stato nella foto !!!!! Ho ricevuto auricolari neri con un cavo !!! Immagina qui auricolari bianchi senza cavo e bue di carica, ora ovviamente devo passare attraverso il noioso processo di restituzione di questi che non ho mai chiesto di ricevere un rimborso!	No lo que se muestra. ¡Este artículo no es lo que fue fotografiado! ¡Recibí auriculares negros con cable! ¡Te imaginas aquí auriculares blancos sin cable y un buey de carga, ahora, por supuesto, tengo que pasar por el tedioso proceso de devolverlos que nunca pedí para recibir un reembolso!	Pas ce qui est représenté. Cet article n'est pas ce qui a été illustré !!!!! J'ai reçu des écouteurs noirs avec un cordon !!! Vous imaginez ici des écouteurs blancs sans cordon et un bœuf de charge, maintenant bien sûr, je dois passer par le processus fastidieux de retour de ceux-ci que je n'ai jamais demandé pour recevoir un remboursement!	描かれているものではありません。このアイテムは描かれたものではありません!!!!!コード付きの黒いイヤホンを受け取りました!!!ここでは、コードなしと充電牛の白いイヤホンを想像してください。もちろん、私は払い戻しを受けたことを求めたことのない退屈なこれらを返すプロセスを経なければなりません！
Poor product! The bluetooth mode doesn't work perfectly. Very low quality. Poor product! The bluetooth mode doesn't work perfectly. It always disconnected. It runs for a short period of time then it will disconnected again. So disappointing product! Never buy this one!	Prodotto scarso! La modalità Bluetooth non funziona perfettamente. Qualità molto bassa. Prodotto scarso! La modalità Bluetooth non funziona perfettamente. È sempre stato disconnesso. Funziona per un breve periodo di tempo, quindi si disconnetterà di nuovo. Prodotto così deludente! Non comprare mai questo!	¡Mal producto! El modo Bluetooth no funciona perfectamente. Muy baja calidad. ¡Mal producto! El modo Bluetooth no funciona perfectamente. Siempre está desconectado. Se ejecuta por un corto período de tiempo, entonces se desconectará nuevamente. ¡Producto tan decepcionante! ¡Nunca compre este!	Mauvais produit! Le mode Bluetooth ne fonctionne pas parfaitement. Très basse qualité. Mauvais produit! Le mode Bluetooth ne fonctionne pas parfaitement. Il s'est toujours déconnecté. Il fonctionne pendant une courte période de temps, puis il se déconnectera à nouveau. Produit si décevant! N'achetez jamais celui-ci!	貧弱な製品！ Bluetoothモードは完全に機能しません。非常に低い品質。貧弱な製品！ Bluetoothモードは完全に機能しません。常に切断されています。短期間実行され、再び切断されます。とても残念な製品！これを購入しないでください！
Stainless does not keep ice where as my red one does. I have purchased 3 of these. I bought a red one for myself & loved it so much that I ordered a stainless one for my Father my husband asked where his was so I ordered him a stainless one. My red one keeps things very cold & holds ice nicely all day! My Dad lives in another city so I don’t have 1st hand knowledge of his. My husband really didn’t use his so recently I have started using it some while mine is being washed. His stainless does not hold ice & the outside has condensation. It’s too late to return thru Amazon so I’m hoping that the manufacturer of COLD 1 will reach out to me so that I can exchange this	Inossidabile non mantiene il ghiaccio dove il mio rosso. Ne ho acquistati 3. Ne ho comprato uno rosso per me stesso e l'ho adorato così tanto che ne ho ordinato uno inossidabile per mio padre che mio marito ha chiesto dove fosse il suo, così ne ho ordinato uno inossidabile. Il mio rosso mantiene le cose molto fredde e mantiene il ghiaccio tutto il giorno! Mio padre vive in un'altra città, quindi non ho una sua conoscenza di prima mano. Mio marito non ha davvero usato il suo così recentemente, ho iniziato a usarlo un po 'mentre il mio è stato lavato. Il suo inossidabile non contiene ghiaccio e l'esterno ha una condensa. È troppo tardi per tornare attraverso Amazon, quindi spero che il produttore di Cold 1 mi raggiunga in modo da poterlo scambiare	El acero inoxidable no guarda hielo, como lo hace mi rojo. He comprado 3 de estos. Compré uno rojo para mí y me encantó tanto que pedí uno inoxidable para mi padre, mi esposo preguntó dónde estaba el suyo, así que le pedí uno inoxidable. ¡Mi rojo mantiene las cosas muy frías y sostiene el hielo muy bien todo el día! Mi papá vive en otra ciudad, así que no tengo conocimiento de primera mano suya. Mi esposo realmente no usó el suyo tan recientemente que comencé a usarlo un poco mientras el mío está siendo lavado. Su acero inoxidable no tiene hielo y el exterior tiene condensación. Es demasiado tarde para regresar a través de Amazon, así que espero que el fabricante de Cold 1 se comunique conmigo para poder cambiar esto	L'oxine inoxydable ne garde pas de la glace où le fait mon rouge. J'en ai acheté 3. J'en ai acheté un rouge pour moi et j'ai tellement aimé que j'en ai commandé un en acier inoxydable pour mon père, mon mari a demandé où il était alors je lui ai commandé un en acier inoxydable. Mon rouge garde les choses très froides et tient la glace bien toute la journée! Mon père vit dans une autre ville, donc je n'ai pas de connaissance de la première main. Mon mari n'a vraiment pas utilisé le sien si récemment que j'ai commencé à l'utiliser pendant que le mien est lavé. Son acier inoxydable ne tient pas de glace et l'extérieur a une condensation. Il est trop tard pour revenir via Amazon, donc j'espère que le fabricant de Cold 1 me contactera pour que je puisse échanger cela	ステンレスは、私の赤いものと同じように氷を維持しません。これらの3つを購入しました。私は自分のために赤いものを買って、それをとても愛していたので、父のためにステンレスを注文したので、夫は彼がどこにいるのか尋ねたので、私は彼にステンレスのものを注文しました。私の赤いものは物事を非常に冷たく保ち、一日中氷をきちんと保持します！私の父は別の都市に住んでいるので、私は彼の最初の手の知識を持っていません。私の夫は本当に彼を使っていなかったので、最近私はそれを使い始めました。彼のステンレスは氷を保持せず、外側には凝縮があります。 Amazonから戻るには遅すぎるので、Cold 1のメーカーが私に手を差し伸べて、これを交換できることを願っています
Do not buy!! Amazon, you should be ashamed to have this piece of junk on your website!!. Pour the cat food in and get disappointed immediately. The food pours into the bowl rapidly and does not stop. My cat will eat everything immediately and then puke. I can only use this to feed one normal portion. So...what’s the point? I will just trash it. Not worth my time and effort to return it!!	Non comprare!! Amazon, dovresti vergognarti di avere questo pezzo di spazzatura sul tuo sito web !!. Versare il cibo per gatti e rimanere deluso immediatamente. Il cibo si riversa rapidamente nella ciotola e non si ferma. Il mio gatto mangerà tutto immediatamente e poi vomiterà. Posso usarlo solo per alimentare una porzione normale. Allora ... qual è il punto? Lo spazzerò. Non vale il mio tempo e il mio sforzo per restituirlo !!	¡¡No compres!! ¡Amazon, debería estar avergonzado de tener este pedazo de basura en su sitio web! Vierta la comida del gato y decepcione de inmediato. La comida se vierte rápidamente en el tazón y no se detiene. Mi gato comerá todo de inmediato y luego vomitará. Solo puedo usar esto para alimentar una porción normal. ¿Entonces cuál es el punto? Simplemente lo destrozaré. ¡No vale la pena mi tiempo y esfuerzo para devolverlo!	N'achète pas!! Amazon, vous devriez avoir honte d'avoir ce morceau de déchets sur votre site Web !!. Versez la nourriture pour chat et soyez déçu immédiatement. La nourriture se déverse rapidement dans le bol et ne s'arrête pas. Mon chat mangera tout immédiatement, puis vomira. Je ne peux l'utiliser que pour nourrir une partie normale. Alors ... à quoi ça sert? Je vais juste le jeter. Ne vaut pas mon temps et mes efforts pour le retourner !!	買わないで！！ Amazon、あなたはあなたのウェブサイトにこのジャンクを持っていることを恥じるべきです!!。キャットフードを注ぎ、すぐに失望します。食べ物は急速にボウルに注がれ、止まらない。私の猫はすぐにすべてを食べてから吐き出します。これを使用して1つの通常の部分を供給することしかできません。だから...ポイントは何ですか？私はそれをゴミ箱に捨てます。それを返すための私の時間と労力の価値はありません!!
Stopped working after 1 month. Worked well for 1 month and then just stopped working	Ha smesso di funzionare dopo 1 mese. Ha funzionato bene per 1 mese e poi ho appena smesso di funzionare	Dejó de funcionar después de 1 mes. Funcionó bien durante 1 mes y luego dejó de funcionar	A cessé de fonctionner après 1 mois. Bien fonctionné pendant 1 mois, puis a cessé de fonctionner	1ヶ月後に仕事を停止しました。 1か月間うまく機能した後、仕事をやめました
Not as described. Wireless Headphones are not as described. Both do not play music at the same time when both are paired and connected to an iPhone 8 Plus. No instructions were provided and item arrived in a brown box and no box for the actual product itself. Hmm, FYI my first review was not allowed to be posted by amazon	Non come descritto. Le cuffie wireless non sono come descritte. Entrambi non suonano musica contemporaneamente quando entrambi sono abbinati e collegati a un iPhone 8 Plus. Non sono state fornite istruzioni e l'oggetto è arrivato in una scatola marrone e nessuna scatola per il prodotto reale stesso. Hmm, FYI La mia prima recensione non è stata autorizzata a essere pubblicata da Amazon	No como se describió. Los auriculares inalámbricos no son los descritos. Ambos no reproducen música al mismo tiempo cuando ambos están emparejados y conectados a un iPhone 8 Plus. No se proporcionaron instrucciones y el artículo llegó a una caja marrón y sin una caja para el producto real. Hmm, para su primera revisión, no se permitió ser publicada por Amazon	Pas comme décrit. Les écouteurs sans fil ne sont pas tels que décrits. Les deux ne jouent pas de musique en même temps lorsque les deux sont appariés et connectés à un iPhone 8 Plus. Aucune instruction n'a été fournie et l'article est arrivé dans une boîte marron et aucune boîte pour le produit réel lui-même. Hmm, FYI, ma première critique n'a pas été autorisée à être publiée par Amazon	説明どおりではありません。ワイヤレスヘッドフォンは説明されていません。どちらも、両方がペアになり、iPhone 8 Plusに接続されていると同時に音楽を再生しません。指示は提供されておらず、アイテムは茶色の箱に届き、実際の製品自体の箱はありませんでした。うーん、FYI私の最初のレビューはAmazonによって投稿されることを許可されていませんでした
Will Not come on!. This heating pad only worked for a little over a month. Won't turn on. It was good until then! Only gave it 1 star because it stopped working!	Non verrà!. Questo riscaldamento ha funzionato solo per poco più di un mese. Non si accende. Fino ad allora era buono! Gli ha dato solo 1 stella perché ha smesso di funzionare!	¡No vendrá!. Esta almohadilla de calefacción solo funcionó por poco más de un mes. No se enciende. ¡Estaba bien hasta entonces! ¡Solo le dio 1 estrella porque dejó de funcionar!	Ne viendra pas!. Ce tampon chauffant n'a fonctionné que pendant un peu plus d'un mois. Ne s'allumera pas. C'était bien jusque-là! Ne lui a donné que 1 étoile parce qu'il a cessé de fonctionner!	オンになりません！この加熱パッドは、1か月以上しか機能しませんでした。オンにしません。それまでは良かったです！動作を止めたので、1つ星だけを与えました！
